Player_1,Player_2,Innings_Span,First_Innings,Last_Innings,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country,Player_Pairs
BKG Mendis, S Prasanna,2017-2017,2017,2017,1,0,24,24,24,0,0,Sri Lanka,BKG Mendis & S Prasanna
TM Dilshan, MD Gunathilaka,2016-2016,2016,2016,3,0,23,11,7.66,0,0,Sri Lanka,TM Dilshan & MD Gunathilaka
DPMD Jayawardene, HGJM Kulatunga,2008-2008,2008,2008,1,0,22,22,22,0,0,Sri Lanka,DPMD Jayawardene & HGJM Kulatunga
EMDY Munaweera, KC Sangakkara,2012-2012,2012,2012,1,0,22,22,22,0,0,Sri Lanka,EMDY Munaweera & KC Sangakkara
SMA Priyanjan, S Samarawickrama,2017-2017,2017,2017,1,0,22,22,22,0,0,Sri Lanka,SMA Priyanjan & S Samarawickrama
CK Kapugedera, WU Tharanga,2006-2017,2006,2017,2,0,21,21,10.5,0,0,Sri Lanka,CK Kapugedera & WU Tharanga
SL Malinga, WPUJC Vaas,2007-2007,2007,2007,2,0,21,16,10.5,0,0,Sri Lanka,SL Malinga & WPUJC Vaas
S Prasanna, SMA Priyanjan,2017-2017,2017,2017,1,0,21,21,21,0,0,Sri Lanka,S Prasanna & SMA Priyanjan
LHD Dilhara, KMDN Kulasekara,2008-2008,2008,2008,1,1,20,20*,-,0,0,Sri Lanka,LHD Dilhara & KMDN Kulasekara
CU Jayasinghe, DPMD Jayawardene,2009-2009,2009,2009,1,0,20,20,20,0,0,Sri Lanka,CU Jayasinghe & DPMD Jayawardene
PVD Chameera, KMDN Kulasekara,2016-2016,2016,2016,2,0,19,13,9.5,0,0,Sri Lanka,PVD Chameera & KMDN Kulasekara
AD Mathews, J Mubarak,2009-2009,2009,2009,2,1,19,16,19,0,0,Sri Lanka,AD Mathews & J Mubarak
LPC Silva, K Weeraratne,2009-2009,2009,2009,1,1,19,19*,-,0,0,Sri Lanka,LPC Silva & K Weeraratne
RP Arnold, KC Sangakkara,2006-2006,2006,2006,1,0,18,18,18,0,0,Sri Lanka,RP Arnold & KC Sangakkara
MS Atapattu, KC Sangakkara,2006-2006,2006,2006,1,0,18,18,18,0,0,Sri Lanka,MS Atapattu & KC Sangakkara
DM de Silva, CK Kapugedera,2016-2016,2016,2016,1,0,18,18,18,0,0,Sri Lanka,DM de Silva & CK Kapugedera
CK Kapugedera, SL Malinga,2006-2006,2006,2006,1,0,18,18,18,0,0,Sri Lanka,CK Kapugedera & SL Malinga
KMDN Kulasekara, KC Sangakkara,2009-2014,2009,2014,2,0,18,14,9,0,0,Sri Lanka,KMDN Kulasekara & KC Sangakkara
KMDN Kulasekara, TAM Siriwardana,2017-2017,2017,2017,1,0,18,18,18,0,0,Sri Lanka,KMDN Kulasekara & TAM Siriwardana
AD Mathews, BKG Mendis,2016-2017,2016,2017,2,0,18,16,9,0,0,Sri Lanka,AD Mathews & BKG Mendis
J Mubarak, LPC Silva,2009-2009,2009,2009,1,0,17,17,17,0,0,Sri Lanka,J Mubarak & LPC Silva
HMCM Bandara, KMDN Kulasekara,2009-2009,2009,2009,2,0,16,11,8,0,0,Sri Lanka,HMCM Bandara & KMDN Kulasekara
LD Chandimal, S Prasanna,2016-2016,2016,2016,1,0,16,16,16,0,0,Sri Lanka,LD Chandimal & S Prasanna
DAS Gunaratne, MD Gunathilaka,2017-2017,2017,2017,1,0,16,16,16,0,0,Sri Lanka,DAS Gunaratne & MD Gunathilaka
DAS Gunaratne, SL Malinga,2017-2017,2017,2017,1,1,16,16*,-,0,0,Sri Lanka,DAS Gunaratne & SL Malinga
AD Mathews, EMDY Munaweera,2017-2017,2017,2017,1,0,16,16,16,0,0,Sri Lanka,AD Mathews & EMDY Munaweera
TM Dilshan, K Weeraratne,2008-2008,2008,2008,2,0,15,14,7.5,0,0,Sri Lanka,TM Dilshan & K Weeraratne
S Prasanna, JRMVB Sanjaya,2017-2017,2017,2017,1,0,15,15,15,0,0,Sri Lanka,S Prasanna & JRMVB Sanjaya
LD Chandimal, RMS Eranga,2012-2012,2012,2012,1,0,14,14,14,0,0,Sri Lanka,LD Chandimal & RMS Eranga
LD Chandimal, LPC Silva,2011-2011,2011,2011,1,0,14,14,14,0,0,Sri Lanka,LD Chandimal & LPC Silva
CU Jayasinghe, CK Kapugedera,2009-2010,2009,2010,2,0,14,14,7,0,0,Sri Lanka,CU Jayasinghe & CK Kapugedera
SL Malinga, BAW Mendis,2009-2012,2009,2012,4,2,14,5*,7,0,0,Sri Lanka,SL Malinga & BAW Mendis
NLTC Perera, SMA Priyanjan,2017-2017,2017,2017,1,0,14,14,14,0,0,Sri Lanka,NLTC Perera & SMA Priyanjan
DAS Gunaratne, NLTC Perera,2017-2017,2017,2017,1,0,13,13,13,0,0,Sri Lanka,DAS Gunaratne & NLTC Perera
HMRKB Herath, MD Shanaka,2016-2016,2016,2016,1,0,13,13,13,0,0,Sri Lanka,HMRKB Herath & MD Shanaka
DPMD Jayawardene, KMDN Kulasekara,2011-2011,2011,2011,1,0,13,13,13,0,0,Sri Lanka,DPMD Jayawardene & KMDN Kulasekara
KMDN Kulasekara, JRMVB Sanjaya,2017-2017,2017,2017,2,0,13,7,6.5,0,0,Sri Lanka,KMDN Kulasekara & JRMVB Sanjaya
PVD Chameera, A Dananjaya,2017-2017,2017,2017,2,0,12,6,6,0,0,Sri Lanka,PVD Chameera & A Dananjaya
CU Jayasinghe, K Weeraratne,2009-2009,2009,2009,1,0,12,12,12,0,0,Sri Lanka,CU Jayasinghe & K Weeraratne
KMC Bandara, MF Maharoof,2016-2016,2016,2016,1,0,11,11,11,0,0,Sri Lanka,KMC Bandara & MF Maharoof
LD Chandimal, I Udana,2018-2018,2018,2018,1,1,11,11*,-,0,0,Sri Lanka,LD Chandimal & I Udana
DM de Silva, SMSM Senanayake,2016-2016,2016,2016,1,0,11,11,11,0,0,Sri Lanka,DM de Silva & SMSM Senanayake
N Dickwella, BKG Mendis,2017-2018,2017,2018,2,0,11,7,5.5,0,0,Sri Lanka,N Dickwella & BKG Mendis
MD Shanaka, JDF Vandersay,2016-2016,2016,2016,1,0,11,11,11,0,0,Sri Lanka,MD Shanaka & JDF Vandersay
TAM Siriwardana, HDRL Thirimanne,2016-2016,2016,2016,1,0,11,11,11,0,0,Sri Lanka,TAM Siriwardana & HDRL Thirimanne
LD Chandimal, S Randiv,2010-2010,2010,2010,1,0,10,10,10,0,0,Sri Lanka,LD Chandimal & S Randiv
DM de Silva, SS Pathirana,2016-2016,2016,2016,1,0,10,10,10,0,0,Sri Lanka,DM de Silva & SS Pathirana
PC de Silva, NLTC Perera,2017-2017,2017,2017,1,0,10,10,10,0,0,Sri Lanka,PC de Silva & NLTC Perera
CK Kapugedera, RJMGM Rupasinghe,2009-2009,2009,2009,1,0,10,10,10,0,0,Sri Lanka,CK Kapugedera & RJMGM Rupasinghe
SL Malinga, LPC Silva,2006-2006,2006,2006,1,0,10,10,10,0,0,Sri Lanka,SL Malinga & LPC Silva
AD Mathews, I Udana,2012-2016,2012,2016,2,0,10,5,5,0,0,Sri Lanka,AD Mathews & I Udana
AK Perera, KC Sangakkara,2014-2014,2014,2014,1,0,10,10,10,0,0,Sri Lanka,AK Perera & KC Sangakkara
PVD Chameera, CRD Fernando,2016-2016,2016,2016,1,0,9,9,9,0,0,Sri Lanka,PVD Chameera & CRD Fernando
PVD Chameera, MVT Fernando,2017-2017,2017,2017,1,0,9,9,9,0,0,Sri Lanka,PVD Chameera & MVT Fernando
DM de Silva, TM Dilshan,2015-2015,2015,2015,1,0,9,9,9,0,0,Sri Lanka,DM de Silva & TM Dilshan
ST de Silva, AD Mathews,2017-2017,2017,2017,2,0,9,8,4.5,0,0,Sri Lanka,ST de Silva & AD Mathews
MD Gunathilaka, AD Mathews,2016-2016,2016,2016,1,0,9,9,9,0,0,Sri Lanka,MD Gunathilaka & AD Mathews
CU Jayasinghe, KMDN Kulasekara,2010-2010,2010,2010,1,0,9,9,9,0,0,Sri Lanka,CU Jayasinghe & KMDN Kulasekara
CU Jayasinghe, NLTC Perera,2010-2010,2010,2010,2,1,9,7,9,0,0,Sri Lanka,CU Jayasinghe & NLTC Perera
GSNFG Jayasuriya, AD Mathews,2016-2016,2016,2016,2,0,9,7,4.5,0,0,Sri Lanka,GSNFG Jayasuriya & AD Mathews
SHT Kandamby, AD Mathews,2009-2009,2009,2009,1,0,9,9,9,0,0,Sri Lanka,SHT Kandamby & AD Mathews
CK Kapugedera, HDRL Thirimanne,2016-2016,2016,2016,1,0,9,9,9,0,0,Sri Lanka,CK Kapugedera & HDRL Thirimanne
KMDN Kulasekara, SMSM Senanayake,2014-2015,2014,2015,2,1,9,5*,9,0,0,Sri Lanka,KMDN Kulasekara & SMSM Senanayake
MF Maharoof, K Weeraratne,2008-2008,2008,2008,1,0,9,9,9,0,0,Sri Lanka,MF Maharoof & K Weeraratne
BMAJ Mendis, MDKJ Perera,2018-2018,2018,2018,1,0,9,9,9,0,0,Sri Lanka,BMAJ Mendis & MDKJ Perera
MDKJ Perera, HDRL Thirimanne,2013-2013,2013,2013,1,0,9,9,9,0,0,Sri Lanka,MDKJ Perera & HDRL Thirimanne
A Dananjaya, MDKJ Perera,2017-2017,2017,2017,1,0,8,8,8,0,0,Sri Lanka,A Dananjaya & MDKJ Perera
TM Dilshan, RJMGM Rupasinghe,2009-2009,2009,2009,1,0,8,8,8,0,0,Sri Lanka,TM Dilshan & RJMGM Rupasinghe
GSNFG Jayasuriya, CK Kapugedera,2016-2016,2016,2016,1,0,8,8,8,0,0,Sri Lanka,GSNFG Jayasuriya & CK Kapugedera
GSNFG Jayasuriya, MDKJ Perera,2015-2015,2015,2015,1,0,8,8,8,0,0,Sri Lanka,GSNFG Jayasuriya & MDKJ Perera
BAW Mendis, KC Sangakkara,2013-2013,2013,2013,1,1,8,8*,-,0,0,Sri Lanka,BAW Mendis & KC Sangakkara
BMAJ Mendis, EMDY Munaweera,2012-2012,2012,2012,1,0,8,8,8,0,0,Sri Lanka,BMAJ Mendis & EMDY Munaweera
BMAJ Mendis, NLTC Perera,2012-2012,2012,2012,3,1,8,6*,4,0,0,Sri Lanka,BMAJ Mendis & NLTC Perera
BMAJ Mendis, WU Tharanga,2018-2018,2018,2018,1,1,8,8*,-,0,0,Sri Lanka,BMAJ Mendis & WU Tharanga
SS Pathirana, ML Udawatte,2017-2017,2017,2017,1,0,8,8,8,0,0,Sri Lanka,SS Pathirana & ML Udawatte
CAK Rajitha, TAM Siriwardana,2016-2016,2016,2016,1,1,8,8*,-,0,0,Sri Lanka,CAK Rajitha & TAM Siriwardana
PVD Chameera, CK Kapugedera,2016-2016,2016,2016,1,1,7,7*,-,0,0,Sri Lanka,PVD Chameera & CK Kapugedera
LD Chandimal, MF Maharoof,2016-2016,2016,2016,1,0,7,7,7,0,0,Sri Lanka,LD Chandimal & MF Maharoof
DM de Silva, BKG Mendis,2016-2016,2016,2016,1,0,7,7,7,0,0,Sri Lanka,DM de Silva & BKG Mendis
TM Dilshan, SHT Kandamby,2008-2008,2008,2008,1,0,7,7,7,0,0,Sri Lanka,TM Dilshan & SHT Kandamby
DAS Gunaratne, AD Mathews,2017-2017,2017,2017,1,0,7,7,7,0,0,Sri Lanka,DAS Gunaratne & AD Mathews
CU Jayasinghe, S Randiv,2010-2010,2010,2010,1,0,7,7,7,0,0,Sri Lanka,CU Jayasinghe & S Randiv
CU Jayasinghe, BAW Mendis,2010-2010,2010,2010,1,0,7,7,7,0,0,Sri Lanka,CU Jayasinghe & BAW Mendis
ST Jayasuriya, SL Malinga,2010-2010,2010,2010,1,1,7,7*,-,0,0,Sri Lanka,ST Jayasuriya & SL Malinga
DPMD Jayawardene, WU Tharanga,2012-2012,2012,2012,1,0,7,7,7,0,0,Sri Lanka,DPMD Jayawardene & WU Tharanga
AD Mathews, M Muralitharan,2009-2009,2009,2009,1,0,7,7,7,0,0,Sri Lanka,AD Mathews & M Muralitharan
SMA Priyanjan, ML Udawatte,2017-2017,2017,2017,1,0,7,7,7,0,0,Sri Lanka,SMA Priyanjan & ML Udawatte
DM de Silva, KDK Vithanage,2015-2015,2015,2015,1,0,6,6,6,0,0,Sri Lanka,DM de Silva & KDK Vithanage
MD Gunathilaka, GSNFG Jayasuriya,2016-2016,2016,2016,1,0,6,6,6,0,0,Sri Lanka,MD Gunathilaka & GSNFG Jayasuriya
MD Gunathilaka, ML Udawatte,2017-2017,2017,2017,1,0,6,6,6,0,0,Sri Lanka,MD Gunathilaka & ML Udawatte
DPMD Jayawardene, MDK Perera,2011-2011,2011,2011,1,0,6,6,6,0,0,Sri Lanka,DPMD Jayawardene & MDK Perera
RAS Lakmal, SMSM Senanayake,2016-2016,2016,2016,2,1,6,3*,6,0,0,Sri Lanka,RAS Lakmal & SMSM Senanayake
BMAJ Mendis, HDRL Thirimanne,2012-2012,2012,2012,1,1,6,6*,-,0,0,Sri Lanka,BMAJ Mendis & HDRL Thirimanne
MD Shanaka, I Udana,2017-2017,2017,2017,1,0,6,6,6,0,0,Sri Lanka,MD Shanaka & I Udana
LD Chandimal, A Dananjaya,2018-2018,2018,2018,1,0,5,5,5,0,0,Sri Lanka,LD Chandimal & A Dananjaya
A Dananjaya, I Udana,2018-2018,2018,2018,1,1,5,5*,-,0,0,Sri Lanka,A Dananjaya & I Udana
HMRKB Herath, BAW Mendis,2011-2011,2011,2011,1,1,5,5*,-,0,0,Sri Lanka,HMRKB Herath & BAW Mendis
HMRKB Herath, NLTC Perera,2016-2016,2016,2016,1,0,5,5,5,0,0,Sri Lanka,HMRKB Herath & NLTC Perera
KMDN Kulasekara, HDRL Thirimanne,2012-2012,2012,2012,1,0,5,5,5,0,0,Sri Lanka,KMDN Kulasekara & HDRL Thirimanne
RAS Lakmal, MD Shanaka,2016-2018,2016,2018,2,0,5,5,2.5,0,0,Sri Lanka,RAS Lakmal & MD Shanaka
RAS Lakmal, JDF Vandersay,2016-2016,2016,2016,1,1,5,5*,-,0,0,Sri Lanka,RAS Lakmal & JDF Vandersay
BKG Mendis, BMAJ Mendis,2018-2018,2018,2018,1,0,5,5,5,0,0,Sri Lanka,BKG Mendis & BMAJ Mendis
MDKJ Perera, MD Shanaka,2017-2018,2017,2018,3,0,5,3,1.66,0,0,Sri Lanka,MDKJ Perera & MD Shanaka
SMA Priyanjan, JRMVB Sanjaya,2017-2017,2017,2017,1,1,5,5*,-,0,0,Sri Lanka,SMA Priyanjan & JRMVB Sanjaya
SMSM Senanayake, TAM Siriwardana,2015-2016,2015,2016,2,0,5,3,2.5,0,0,Sri Lanka,SMSM Senanayake & TAM Siriwardana
PVD Chameera, SL Malinga,2015-2015,2015,2015,1,0,4,4,4,0,0,Sri Lanka,PVD Chameera & SL Malinga
LD Chandimal, BMAJ Mendis,2012-2012,2012,2012,1,0,4,4,4,0,0,Sri Lanka,LD Chandimal & BMAJ Mendis
N Dickwella, MD Gunathilaka,2016-2016,2016,2016,1,0,4,4,4,0,0,Sri Lanka,N Dickwella & MD Gunathilaka
DPMD Jayawardene, EMDY Munaweera,2012-2012,2012,2012,1,0,4,4,4,0,0,Sri Lanka,DPMD Jayawardene & EMDY Munaweera
CK Kapugedera, SS Pathirana,2016-2016,2016,2016,1,0,4,4,4,0,0,Sri Lanka,CK Kapugedera & SS Pathirana
AD Mathews, KDK Vithanage,2016-2016,2016,2016,1,0,4,4,4,0,0,Sri Lanka,AD Mathews & KDK Vithanage
S Samarawickrama, WU Tharanga,2017-2017,2017,2017,1,0,4,4,4,0,0,Sri Lanka,S Samarawickrama & WU Tharanga
KC Sangakkara, SMSM Senanayake,2013-2013,2013,2013,1,0,4,4,4,0,0,Sri Lanka,KC Sangakkara & SMSM Senanayake
HMCM Bandara, LPC Silva,2006-2006,2006,2006,1,0,3,3,3,0,0,Sri Lanka,HMCM Bandara & LPC Silva
TM Dilshan, G Wijekoon,2007-2007,2007,2007,1,0,3,3,3,0,0,Sri Lanka,TM Dilshan & G Wijekoon
HMRKB Herath, SMSM Senanayake,2014-2014,2014,2014,1,0,3,3,3,0,0,Sri Lanka,HMRKB Herath & SMSM Senanayake
GSNFG Jayasuriya, NLTC Perera,2015-2015,2015,2015,1,0,3,3,3,0,0,Sri Lanka,GSNFG Jayasuriya & NLTC Perera
KMDN Kulasekara, K Weeraratne,2008-2008,2008,2008,1,0,3,3,3,0,0,Sri Lanka,KMDN Kulasekara & K Weeraratne
AD Mathews, SMSM Senanayake,2012-2012,2012,2012,1,0,3,3,3,0,0,Sri Lanka,AD Mathews & SMSM Senanayake
BAW Mendis, UWMBCA Welegedara,2010-2010,2010,2010,1,0,3,3,3,0,0,Sri Lanka,BAW Mendis & UWMBCA Welegedara
S Prasanna, I Udana,2017-2017,2017,2017,2,0,3,2,1.5,0,0,Sri Lanka,S Prasanna & I Udana
KC Sangakkara, I Udana,2009-2009,2009,2009,1,0,3,3,3,0,0,Sri Lanka,KC Sangakkara & I Udana
PVD Chameera, N Pradeep,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka,PVD Chameera & N Pradeep
A Dananjaya, S Samarawickrama,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka,A Dananjaya & S Samarawickrama
N Dickwella, TM Dilshan,2016-2016,2016,2016,1,0,2,2,2,0,0,Sri Lanka,N Dickwella & TM Dilshan
N Pradeep, MVT Fernando,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka,N Pradeep & MVT Fernando
CRD Fernando, PDRL Perera,2006-2006,2006,2006,1,0,2,2,2,0,0,Sri Lanka,CRD Fernando & PDRL Perera
CRD Fernando, K Weeraratne,2008-2008,2008,2008,1,1,2,2*,-,0,0,Sri Lanka,CRD Fernando & K Weeraratne
MD Gunathilaka, S Prasanna,2016-2017,2016,2017,2,0,2,1,1,0,0,Sri Lanka,MD Gunathilaka & S Prasanna
HMRKB Herath, KMDN Kulasekara,2011-2011,2011,2011,1,0,2,2,2,0,0,Sri Lanka,HMRKB Herath & KMDN Kulasekara
HMRKB Herath, AD Mathews,2016-2016,2016,2016,1,0,2,2,2,0,0,Sri Lanka,HMRKB Herath & AD Mathews
KMDN Kulasekara, M Muralitharan,2009-2009,2009,2009,1,0,2,2,2,0,0,Sri Lanka,KMDN Kulasekara & M Muralitharan
SL Malinga, AD Mathews,2009-2009,2009,2009,1,1,2,2*,-,0,0,Sri Lanka,SL Malinga & AD Mathews
BKG Mendis, MD Shanaka,2018-2018,2018,2018,1,0,2,2,2,0,0,Sri Lanka,BKG Mendis & MD Shanaka
EMDY Munaweera, NLTC Perera,2012-2012,2012,2012,1,0,2,2,2,0,0,Sri Lanka,EMDY Munaweera & NLTC Perera
M Muralitharan, T Thushara,2009-2009,2009,2009,1,0,2,2,2,0,0,Sri Lanka,M Muralitharan & T Thushara
SS Pathirana, SMA Priyanjan,2017-2017,2017,2017,1,0,2,2,2,0,0,Sri Lanka,SS Pathirana & SMA Priyanjan
T Thushara, K Weeraratne,2008-2008,2008,2008,1,0,2,2,2,0,0,Sri Lanka,T Thushara & K Weeraratne
PVD Chameera, NLTC Perera,2016-2016,2016,2016,1,0,1,1,1,0,0,Sri Lanka,PVD Chameera & NLTC Perera
PVD Chameera, JDF Vandersay,2016-2016,2016,2016,1,1,1,1*,-,0,0,Sri Lanka,PVD Chameera & JDF Vandersay
A Dananjaya, SL Malinga,2012-2012,2012,2012,1,0,1,1,1,0,0,Sri Lanka,A Dananjaya & SL Malinga
PC de Silva, S Samarawickrama,2017-2017,2017,2017,1,0,1,1,1,0,0,Sri Lanka,PC de Silva & S Samarawickrama
N Pradeep, RAS Lakmal,2018-2018,2018,2018,1,1,1,1*,-,0,0,Sri Lanka,N Pradeep & RAS Lakmal
CRD Fernando, WPUJC Vaas,2007-2007,2007,2007,1,1,1,1*,-,0,0,Sri Lanka,CRD Fernando & WPUJC Vaas
SHT Kandamby, HGJM Kulatunga,2008-2008,2008,2008,1,0,1,1,1,0,0,Sri Lanka,SHT Kandamby & HGJM Kulatunga
CK Kapugedera, JDF Vandersay,2016-2016,2016,2016,1,0,1,1,1,0,0,Sri Lanka,CK Kapugedera & JDF Vandersay
KS Lokuarachchi, AD Mathews,2012-2012,2012,2012,1,0,1,1,1,0,0,Sri Lanka,KS Lokuarachchi & AD Mathews
SL Malinga, M Muralitharan,2009-2009,2009,2009,1,0,1,1,1,0,0,Sri Lanka,SL Malinga & M Muralitharan
SL Malinga, MDK Perera,2011-2011,2011,2011,1,0,1,1,1,0,0,Sri Lanka,SL Malinga & MDK Perera
SL Malinga, PADLR Sandakan,2018-2018,2018,2018,1,0,1,1,1,0,0,Sri Lanka,SL Malinga & PADLR Sandakan
SL Malinga, T Thushara,2009-2009,2009,2009,1,0,1,1,1,0,0,Sri Lanka,SL Malinga & T Thushara
BAW Mendis, MDK Perera,2011-2011,2011,2011,1,0,1,1,1,0,0,Sri Lanka,BAW Mendis & MDK Perera
NLTC Perera, WU Tharanga,2018-2018,2018,2018,1,0,1,1,1,0,0,Sri Lanka,NLTC Perera & WU Tharanga
CAK Rajitha, SMSM Senanayake,2016-2016,2016,2016,1,1,1,1*,-,0,0,Sri Lanka,CAK Rajitha & SMSM Senanayake
JRMVB Sanjaya, I Udana,2017-2017,2017,2017,1,1,1,1*,-,0,0,Sri Lanka,JRMVB Sanjaya & I Udana
MA Aponso, NLTC Perera,2018-2018,2018,2018,1,0,0,0,0,0,0,Sri Lanka,MA Aponso & NLTC Perera
HMCM Bandara, SL Malinga,2009-2009,2009,2009,1,1,0,0*,-,0,0,Sri Lanka,HMCM Bandara & SL Malinga
KMC Bandara, N Pradeep,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka,KMC Bandara & N Pradeep
PVD Chameera, RAS Lakmal,2018-2018,2018,2018,1,0,0,0,0,0,0,Sri Lanka,PVD Chameera & RAS Lakmal
PVD Chameera, TAM Siriwardana,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka,PVD Chameera & TAM Siriwardana
LD Chandimal, SL Malinga,2010-2010,2010,2010,1,0,0,0,0,0,0,Sri Lanka,LD Chandimal & SL Malinga
DM de Silva, NLTC Perera,2016-2018,2016,2018,2,0,0,0,0,0,0,Sri Lanka,DM de Silva & NLTC Perera
TM Dilshan, KMDN Kulasekara,2012-2012,2012,2012,1,0,0,0,0,0,0,Sri Lanka,TM Dilshan & KMDN Kulasekara
TM Dilshan, MD Shanaka,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka,TM Dilshan & MD Shanaka
RMS Eranga, SL Malinga,2012-2012,2012,2012,1,0,0,0,0,0,0,Sri Lanka,RMS Eranga & SL Malinga
CRD Fernando, BAW Mendis,2011-2011,2011,2011,1,0,0,0,0,0,0,Sri Lanka,CRD Fernando & BAW Mendis
HMRKB Herath, SL Malinga,2012-2014,2012,2014,2,0,0,0,0,0,0,Sri Lanka,HMRKB Herath & SL Malinga
CU Jayasinghe, SL Malinga,2010-2010,2010,2010,1,0,0,0,0,0,0,Sri Lanka,CU Jayasinghe & SL Malinga
ST Jayasuriya, AD Mathews,2010-2010,2010,2010,1,0,0,0,0,0,0,Sri Lanka,ST Jayasuriya & AD Mathews
SHT Kandamby, KMDN Kulasekara,2009-2009,2009,2009,1,0,0,0,0,0,0,Sri Lanka,SHT Kandamby & KMDN Kulasekara
MF Maharoof, J Mubarak,2007-2007,2007,2007,1,0,0,0,0,0,0,Sri Lanka,MF Maharoof & J Mubarak
SL Malinga, PDRL Perera,2006-2006,2006,2006,1,0,0,0,0,0,0,Sri Lanka,SL Malinga & PDRL Perera
SL Malinga, KC Sangakkara,2013-2013,2013,2013,1,0,0,0,0,0,0,Sri Lanka,SL Malinga & KC Sangakkara
AD Mathews, K Weeraratne,2009-2009,2009,2009,1,0,0,0,0,0,0,Sri Lanka,AD Mathews & K Weeraratne
SS Pathirana, MD Shanaka,2017-2017,2017,2017,2,0,0,0,0,0,0,Sri Lanka,SS Pathirana & MD Shanaka
MDKJ Perera, KDK Vithanage,2014-2014,2014,2014,1,0,0,0,0,0,0,Sri Lanka,MDKJ Perera & KDK Vithanage
NLTC Perera, JDF Vandersay,2016-2016,2016,2016,1,0,0,0,0,0,0,Sri Lanka,NLTC Perera & JDF Vandersay
SMA Priyanjan, MD Shanaka,2017-2017,2017,2017,1,0,0,0,0,0,0,Sri Lanka,SMA Priyanjan & MD Shanaka
Rohan Mustafa, Shaiman Anwar,2014-2017,2014,2017,9,0,368,86,40.88,0,3,U.A.E.,Rohan Mustafa & Shaiman Anwar
Rameez Shahzad, Shaiman Anwar,2016-2018,2016,2018,7,1,343,109*,57.16,1,3,U.A.E.,Rameez Shahzad & Shaiman Anwar
Amjad Javed, Muhammad Usman,2016-2017,2016,2017,6,0,182,48,30.33,0,0,U.A.E.,Amjad Javed & Muhammad Usman
Mohammad Shahzad, Shaiman Anwar,2015-2016,2015,2016,9,0,166,47,18.44,0,0,U.A.E.,Mohammad Shahzad & Shaiman Anwar
Muhammad Usman, Shaiman Anwar,2016-2017,2016,2017,10,0,149,34,14.9,0,0,U.A.E.,Muhammad Usman & Shaiman Anwar
Mohammad Shahzad, Muhammad Usman,2016-2017,2016,2017,5,1,135,79,33.75,0,1,U.A.E.,Mohammad Shahzad & Muhammad Usman
Muhammad Kaleem, Rohan Mustafa,2016-2016,2016,2016,7,0,130,83,18.57,0,1,U.A.E.,Muhammad Kaleem & Rohan Mustafa
Khurram Khan, SP Patil,2014-2014,2014,2014,3,0,125,67,41.66,0,2,U.A.E.,Khurram Khan & SP Patil
Mohammad Shahzad, Muhammad Kaleem,2016-2016,2016,2016,5,0,109,86,21.8,0,1,U.A.E.,Mohammad Shahzad & Muhammad Kaleem
Amjad Javed, Mohammad Naveed,2015-2017,2015,2017,4,2,105,59*,52.5,0,1,U.A.E.,Amjad Javed & Mohammad Naveed
Muhammad Usman, Rameez Shahzad,2016-2017,2016,2017,2,0,104,100,52,1,0,U.A.E.,Muhammad Usman & Rameez Shahzad
SP Patil, Shaiman Anwar,2015-2016,2015,2016,4,0,103,44,25.75,0,0,U.A.E.,SP Patil & Shaiman Anwar
Faizan Asif, Mohammad Shahzad,2015-2015,2015,2015,2,0,94,63,47,0,1,U.A.E.,Faizan Asif & Mohammad Shahzad
Mohammad Shahzad, Rohan Mustafa,2016-2017,2016,2017,8,0,91,23,11.37,0,0,U.A.E.,Mohammad Shahzad & Rohan Mustafa
Amjad Javed, SP Patil,2016-2016,2016,2016,2,0,78,40,39,0,0,U.A.E.,Amjad Javed & SP Patil
Ghulam Shabber, Shaiman Anwar,2016-2018,2016,2018,4,0,73,43,18.25,0,0,U.A.E.,Ghulam Shabber & Shaiman Anwar
Amjad Ali, Faizan Asif,2014-2015,2014,2015,3,0,68,35,22.66,0,0,U.A.E.,Amjad Ali & Faizan Asif
Amjad Javed, Rohan Mustafa,2014-2016,2014,2016,4,0,67,34,16.75,0,0,U.A.E.,Amjad Javed & Rohan Mustafa
Mohammed Qasim, Shaiman Anwar,2017-2017,2017,2017,1,0,62,62,62,0,1,U.A.E.,Mohammed Qasim & Shaiman Anwar
Ahmed Raza, Muhammad Usman,2016-2016,2016,2016,2,0,46,30,23,0,0,U.A.E.,Ahmed Raza & Muhammad Usman
Khurram Khan, Shaiman Anwar,2014-2014,2014,2014,2,0,43,42,21.5,0,0,U.A.E.,Khurram Khan & Shaiman Anwar
Mohammad Shahzad, SP Patil,2016-2016,2016,2016,2,0,37,19,18.5,0,0,U.A.E.,Mohammad Shahzad & SP Patil
Amjad Javed, Saqlain Haider,2016-2016,2016,2016,1,0,36,36,36,0,0,U.A.E.,Amjad Javed & Saqlain Haider
